complaint_text,category
Other Loose Garbage,Garbage
This is to bring to your kind notice that there is an issue with commercial waste dumped behind shops situated highway lane. Kindly arrange for an immediate fix.,Garbage
Pavement_Defect,Road Damage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Pavement_Defect,Road Damage
This is to bring to your kind notice that there is an issue with stray animals tearing up garbage bags situated main crossroad. Kindly arrange for an immediate fix.,Garbage
huge dangerous potholes railway station gate.,Road Damage
Human Waste,Garbage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Garbage,Garbage
Water_coming_out,Drainage Blockage
It is deeply distressing to see electrical short circuit causing sparks apartment entrance. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Streetlight Fault
Out_of_catch_basin,Drainage Blockage
Water_leak Water_leak,Water Leakage
Outofsewervent4inch,Drainage Blockage
Encampment Cleanup,Garbage
Water_main,Water Leakage
Other Loose Garbage,Garbage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Encampment,Garbage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Refrigerator,Garbage
Pavement_Defect,Road Damage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Other Loose Garbage,Garbage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Light_On_all_the_time on Metal Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
I am writing this to report a persistent problem regarding high mast light not working since weeks shopping complex. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clear at the earliest opportunity to prevent further hazards.,Streetlight Fault
Oil_paint_other_liquid_spill_wet,Garbage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Other Loose Garbage,Garbage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
"Hey, vandalized light fixture with broken glass temple street. Can someone please come and patch up it as soon as possible?",Streetlight Fault
Light_Flickering_On_Off on Unknown Pole,Streetlight Fault
Pole_Damaged on Metal Pole,Streetlight Fault
It has been observed that overhead municipal tank overflowing is present main crossroad. A regular inspection and subsequent clean should be scheduled by the concerned department.,Water Leakage
Mattress,Garbage
Other,Water Leakage
Furniture,Garbage
Illegal_Dumping,Garbage
Outofsewervent4inch,Drainage Blockage
sinking road bed forming a deep dip public park corner.,Road Damage
"While passing by main crossroad yesterday, I noticed a severe case of loose gravel causing bikes to slip. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Road Damage
Outofsewervent4inch,Drainage Blockage
"While passing by service road yesterday, I noticed a severe case of supply line joint broken. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Water Leakage
Other Loose Garbage,Garbage
On_street,Drainage Blockage
Other,Water Leakage
Pavement_Defect,Road Damage
Light_Glass_Cover_Hanging on Metal Pole,Streetlight Fault
Water_main,Water Leakage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
"While passing by near the bus stop yesterday, I noticed a severe case of illegal dumping of construction debris. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Garbage
Pavement_Defect,Road Damage
Other,Water Leakage
Liquids - Oil/Paint/Other,Garbage
Pavement_Defect,Road Damage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Water_coming_out,Drainage Blockage
Furniture,Garbage
Why has the damaged speed breaker without markings temple street not been attended to yet? Who is responsible for this civic neglect?,Road Damage
Water_main,Water Leakage
Pavement_Defect,Road Damage
Other,Water Leakage
Water_main,Water Leakage
Pavement_Defect,Road Damage
Other,Water Leakage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Construction_Plate_Shifted,Road Damage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Other Loose Garbage,Garbage
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Pavement_Defect,Road Damage
From_other_location,Drainage Blockage
Electronics_w_monitor_21_inches_and_over,Garbage
Pavement_Defect,Road Damage
Other,Water Leakage
On_street,Drainage Blockage
Water_main,Water Leakage
Other,Water Leakage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Furniture,Garbage
Water_main,Water Leakage
Light_Flickering_On_Off on Metal Pole,Streetlight Fault
Pavement_Defect,Road Damage
Encampment Cleanup,Garbage
Pavement_Defect,Road Damage
Other,Water Leakage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Pavement_Defect,Road Damage
On_street,Drainage Blockage
Other,Water Leakage
Pavement_Defect,Road Damage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Other,Water Leakage
Garbage,Garbage
Outofsewervent4inch,Drainage Blockage
Water_leak Water_leak,Water Leakage
Pavement_Defect,Road Damage
transformer issue affecting all street poles main crossroad.,Streetlight Fault
Pavement_Defect,Road Damage
Street_Cleaning,Garbage
Manhole_Cover_Off,Road Damage
Furniture,Garbage
Outofsewervent4inch,Drainage Blockage
I am writing this to report a persistent problem regarding bracket arm broken and dangling industrial zone. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clean at the earliest opportunity to prevent further hazards.,Streetlight Fault
Light_Dim on Metal Pole,Streetlight Fault
How long do we have to tolerate this partially collapsed section of the road outside the hospital?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Road Damage
Outofsewervent4inch,Drainage Blockage
Could you please look into the photocell sensor covered in dirt near the bus stop? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Other,Water Leakage
Other,Water Leakage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
This is to bring to your kind notice that there is an issue with blinking lamp going on and off situated government office back alley. Kindly arrange for an immediate look into.,Streetlight Fault
Pavement_Defect,Road Damage
Furniture,Garbage
Garbage,Garbage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Mattress,Garbage
Pavement_Defect,Road Damage
Water_leak Water_leak,Water Leakage
Pavement_Defect,Road Damage
Garbage,Garbage
Pavement_Defect,Road Damage
Other Loose Garbage,Garbage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
It has been observed that dry leaves blocking the drainage grate is present metro station exit. A regular inspection and subsequent resolve should be scheduled by the concerned department.,Drainage Blockage
This is to bring to your kind notice that there is an issue with leaking control valve spraying water situated near the bus stop. Kindly arrange for an immediate renovate.,Water Leakage
On_property,Drainage Blockage
Other on Concrete Pole,Streetlight Fault
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Other Loose Garbage,Garbage
On_street,Drainage Blockage
Glass,Garbage
Pavement_Defect,Road Damage
Other,Water Leakage
It is deeply distressing to see litter scattered all over the playground by the market. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Garbage
Light_On_all_the_time on Wooden Pole,Streetlight Fault
Water_main,Water Leakage
Human Waste,Garbage
Light_Flickering_On_Off on Concrete Pole,Streetlight Fault
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Pavement_Defect,Road Damage
Other,Water Leakage
Garbage,Garbage
Flooding On_street,Drainage Blockage
Other,Water Leakage
Water_leak Water_leak,Water Leakage
Other,Water Leakage
Electronics,Garbage
Refrigerator,Garbage
Human_waste_or_urine,Garbage
Needles,Garbage
Out_of_catch_basin,Drainage Blockage
Pavement_Defect,Road Damage
Cans_Left_Out_24x7,Garbage
It is deeply distressing to see storm sewer back up flooding the basement outside the hospital. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Drainage Blockage
Boxed or Bagged Items,Garbage
Water_coming_out,Drainage Blockage
Water_leak Water_leak,Water Leakage
Other,Water Leakage
Glass,Garbage
How long do we have to tolerate this sinking road bed forming a deep dip temple street?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Road Damage
Pavement_Defect,Road Damage
Glass,Garbage
Other Loose Garbage,Garbage
Street_Cleaning,Garbage
Manhole_Cover_Off,Road Damage
Other,Water Leakage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Electronics,Garbage
It is deeply distressing to see electrical short circuit causing sparks railway station gate. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Streetlight Fault
Could you please look into the burnt out sodium vapor lamp inside our colony? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Streetlight Fault
Other,Water Leakage
Water_main,Water Leakage
Other,Water Leakage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Manhole_Cover_Off,Road Damage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Transit_shelter_platform,Garbage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Water_main,Water Leakage
Other,Water Leakage
Water_leak Water_leak,Water Leakage
Other,Water Leakage
Other,Water Leakage
Pavement_Defect,Road Damage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Human Waste,Garbage
Pavement_Defect,Road Damage
Other,Water Leakage
discarded furniture blocking the lane bridge approach.,Garbage
Pavement_Defect,Road Damage
On_street,Drainage Blockage
Furniture,Garbage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Out_of_manhole_cover,Drainage Blockage
Pavement_Defect,Road Damage
"Hey, fuse blown inside the pole base panel highway lane. Can someone please come and mend it as soon as possible?",Streetlight Fault
How long do we have to tolerate this illegal dumping of construction debris government office back alley?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
Could you please look into the litter scattered all over the playground industrial zone? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Garbage
How long do we have to tolerate this subside pavement dangerous for pedestrians metro station exit?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Road Damage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Garbage,Garbage
Water_leak Water_leak,Water Leakage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Light_On_all_the_time on Unknown Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Pavement_Defect,Road Damage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Mattress,Garbage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Why has the stagnant black water emitting foul smell service road not been attended to yet? Who is responsible for this civic neglect?,Drainage Blockage
festival waste left uncollected metro station exit.,Garbage
Water_coming_out,Drainage Blockage
Other,Water Leakage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Out_of_manhole_cover,Drainage Blockage
Why has the flickering bulb causing annoying strobe effect public park corner not been attended to yet? Who is responsible for this civic neglect?,Streetlight Fault
How long do we have to tolerate this culvert completely plugged with debris village square?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Drainage Blockage
I am writing this to report a persistent problem regarding dirty water backing up into household toilets apartment entrance. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary sort out at the earliest opportunity to prevent further hazards.,Drainage Blockage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
I am writing this to report a persistent problem regarding crater-like holes causing daily traffic jams temple street. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary look into at the earliest opportunity to prevent further hazards.,Road Damage
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Other,Water Leakage
Illegal_Dumping,Garbage
This is to bring to your kind notice that there is an issue with main supply conduit cracked open situated inside our colony. Kindly arrange for an immediate remove.,Water Leakage
Garbage,Garbage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Water_leak Water_leak,Water Leakage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Light_Dim on Metal Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Pavement_Defect,Road Damage
On_street,Drainage Blockage
"Hey, foul odor making it impossible to breathe by the market. Can someone please come and overhaul it as soon as possible?",Garbage
Pavement_Defect,Road Damage
Water_main,Water Leakage
Water_main,Water Leakage
Other,Water Leakage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Pavement_Defect,Road Damage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Carts,Garbage
Furniture,Garbage
Pavement_Defect,Road Damage
Water_leak Water_leak,Water Leakage
It has been observed that dead animal causing terrible smell is present public park corner. A regular inspection and subsequent repair should be scheduled by the concerned department.,Garbage
Other,Water Leakage
On_street,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
It has been observed that fountain of water from construction puncture is present service road. A regular inspection and subsequent inspect should be scheduled by the concerned department.,Water Leakage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Pavement_Defect,Road Damage
Water_main,Water Leakage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
How long do we have to tolerate this overflowing bins spilling onto the pavement public park corner?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Garbage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Cans_Left_Out_24x7,Garbage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Pavement_Defect,Road Damage
"While passing by bridge approach yesterday, I noticed a severe case of valve chamber completely flooded. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Water Leakage
Other,Water Leakage
I am writing this to report a persistent problem regarding electrical short circuit causing sparks residential area. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary renovate at the earliest opportunity to prevent further hazards.,Streetlight Fault
On_street,Drainage Blockage
Other,Water Leakage
It is deeply distressing to see deep ruts from heavy trucks railway station gate. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Road Damage
Other,Water Leakage
Could you please look into the flickering bulb causing annoying strobe effect residential area? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Streetlight Fault
Other,Water Leakage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
"While passing by shopping complex yesterday, I noticed a severe case of blinking lamp going on and off. It looked quite dangerous and seemed like it had been neglected for quite some time, so I decided to raise a formal report.",Streetlight Fault
Other,Water Leakage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Pavement_Defect,Road Damage
broken concrete road divider near the school.,Road Damage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Light_On_all_the_time on Wooden Pole,Streetlight Fault
Other Loose Garbage,Garbage
Could you please look into the entire lane washed away temple street? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Road Damage
Human Waste,Garbage
It is deeply distressing to see rainwater drainage system completely choked public park corner. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Drainage Blockage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Garbage,Garbage
On_street,Drainage Blockage
Other,Water Leakage
This is to bring to your kind notice that there is an issue with illegal dumping of construction debris situated by the market. Kindly arrange for an immedate patch up.,Garbage
On_street,Drainage Blockage
Light_Flickering_On_Off on Unknown Pole,Streetlight Fault
Other,Water Leakage
Water_main,Water Leakage
Other,Water Leakage
It is deeply distressing to see dirty water backing up into household toilets inside our colony. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Drainage Blockage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
"Hey, underground pipe crack seeping through concrete service road. Can someone please come and repair it as soon as possible?",Water Leakage
Could you please look into the subside pavement dangerous for pedestrians village square? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Road Damage
Pavement_Defect,Road Damage
Boxed or Bagged Items,Garbage
Other,Water Leakage
Furniture,Garbage
Pavement_Defect,Road Damage
Water_main,Water Leakage
On_street,Drainage Blockage
Pavement_Defect,Road Damage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Water_main,Water Leakage
Water_main,Water Leakage
Other,Water Leakage
Light_On_all_the_time on Metal Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
"Hey, service pipe ruptured by utility workers near the school. Can someone please come and resolve it as soon as possible?",Water Leakage
Human Waste,Garbage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Light_Flickering_On_Off on Metal Pole,Streetlight Fault
Human_waste_or_urine,Garbage
Boxed or Bagged Items,Garbage
Liquids - Oil/Paint/Other,Garbage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
From_catch_basin,Drainage Blockage
Other,Water Leakage
Other,Water Leakage
Could you please look into the leaking control valve spraying water apartment entrance? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Water Leakage
Other,Water Leakage
Other,Water Leakage
Human Waste,Garbage
Other,Water Leakage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Water_main,Water Leakage
Out_of_manhole_cover,Drainage Blockage
Furniture,Garbage
Pavement_Defect,Road Damage
Garbage,Garbage
Pavement_Defect,Road Damage
Other,Water Leakage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Pavement_Defect,Road Damage
Other Loose Garbage,Garbage
Pavement_Defect,Road Damage
Construction_Plate_Shifted,Road Damage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Liquids - Oil/Paint/Other,Garbage
Pavement_Defect,Road Damage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Other_Request_New_Streetlight on Unknown Pole,Streetlight Fault
Light_Flickering_On_Off on Metal Pole,Streetlight Fault
Garbage,Garbage
Other,Water Leakage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Furniture,Garbage
Furniture,Garbage
Pavement_Defect,Road Damage
On_property,Drainage Blockage
Water_leak Water_leak,Water Leakage
Other Loose Garbage,Garbage
Other,Water Leakage
Cans_Left_Out_24x7,Garbage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
"Hey, sharp edges on the side of the road shopping complex. Can someone please come and look into it as soon as possible?",Road Damage
Pavement_Defect,Road Damage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Light_Flickering_On_Off on Metal Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Pavement_Defect,Road Damage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Why has the open drain choked with weeds and domestic waste inside our colony not been attended to yet? Who is responsible for this civic neglect?,Drainage Blockage
Water_main,Water Leakage
Other,Water Leakage
Sewage_Back_Up Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Encampment Cleanup,Garbage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Other Loose Garbage,Garbage
Other Loose Garbage,Garbage
Other,Water Leakage
It has been observed that broken concrete road divider is present shopping complex. A regular inspection and subsequent check should be scheduled by the concerned department.,Road Damage
discarded furniture blocking the lane industrial zone.,Garbage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
On_street,Drainage Blockage
Missed_Route_Mechanical_Sweeping,Garbage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Refrigerator,Garbage
Pavement_Defect,Road Damage
Light_On_all_the_time on Unknown Pole,Streetlight Fault
Other,Water Leakage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Other,Water Leakage
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
Water_coming_out,Drainage Blockage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Pavement_Defect,Road Damage
Water_leak Water_leak,Water Leakage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Other,Water Leakage
Light_On_all_the_time on Concrete Pole,Streetlight Fault
Water_main,Water Leakage
How long do we have to tolerate this storm sewer back up flooding the basement temple street?! This is an absolute failure of civic maintenance. Fix it immediately without any more excuses!,Drainage Blockage
Water_main,Water Leakage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Could you please look into the commercial waste dumped behind shops highway lane? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Garbage
Outofsewervent4inch,Drainage Blockage
Other Loose Garbage,Garbage
Pavement_Defect,Road Damage
Encampment Cleanup,Garbage
Other,Water Leakage
Pavement_Defect,Road Damage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Metal Pole,Streetlight Fault
Pavement_Defect,Road Damage
Other Loose Garbage,Garbage
This is to bring to your kind notice that there is an issue with burnt out sodium vapor lamp situated shopping complex. Kindly arrange for an immediate address.,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Boxed or Bagged Items,Garbage
Needles,Garbage
This is to bring to your kind notice that there is an issue with sharp edges on the side of the road situated residential area. Kindly arrange for an immedate patch up.,Road Damage
How long do we have to tolerate this broken electric pole leaning dangerously shopping complex?! This is an absolute failure of civic maintenance. Fix it immedately without any more excuses!,Streetlight Fault
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Construction_Plate_Shifted,Road Damage
On_street,Drainage Blockage
Other,Water Leakage
On_street,Drainage Blockage
Pavement_Defect,Road Damage
Water_main,Water Leakage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
On_property,Drainage Blockage
Other,Water Leakage
Human Waste,Garbage
Other Loose Garbage,Garbage
Other Loose Garbage,Garbage
Other on Metal Pole,Streetlight Fault
Out_of_catch_basin,Drainage Blockage
It is deeply distressing to see clogged roadside drain filled with silt metro station exit. Our children and elderly family members are facing constant trouble and danger due to this. We feel completely ignored by the authorities after multiple follow-ups.,Drainage Blockage
Other,Water Leakage
Boxed or Bagged Items,Garbage
Water_coming_out,Drainage Blockage
Pavement_Defect,Road Damage
Pole_Damaged on Unknown Pole,Streetlight Fault
Furniture,Garbage
Pavement_Defect,Road Damage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Pavement_Defect,Road Damage
Other,Water Leakage
Outofsewervent4inch,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Pavement_Defect,Road Damage
Furniture,Garbage
Encampment Cleanup,Garbage
Outofsewervent4inch,Drainage Blockage
Out_of_catch_basin,Drainage Blockage
Light_On_all_the_time on Concrete Pole,Streetlight Fault
Why has the burnt out sodium vapor lamp railway station gate not been attended to yet? Who is responsible for this civic neglect?,Streetlight Fault
Pavement_Defect,Road Damage
Pavement_Defect,Road Damage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Furniture,Garbage
Tires,Garbage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Pavement_Defect,Road Damage
From_catch_basin,Drainage Blockage
On_street,Drainage Blockage
Flooding On_property,Drainage Blockage
It has been observed that household garbage thrown in open plots is present metro station exit. A regular inspection and subsequent repair should be scheduled by the concerned department.,Garbage
Outofsewervent4inch,Drainage Blockage
Other on Metal Pole,Streetlight Fault
Light_Burnt_Out on Wooden Pole,Streetlight Fault
grease block from nearby restaurants service road.,Drainage Blockage
Electronics_w_monitor_21_inches_and_over,Garbage
Pavement_Defect,Road Damage
Outofsewervent4inch,Drainage Blockage
On_street,Drainage Blockage
Light_Burnt_Out on Metal Pole,Streetlight Fault
Electronics,Garbage
Pavement_Defect,Road Damage
Other,Water Leakage
Electronics_w_out_monitor_21_inches_and_over,Garbage
Other,Water Leakage
Garbage,Garbage
Pavement_Defect,Road Damage
Light_Burnt_Out on Concrete Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Mattress,Garbage
Water_leak Water_leak,Water Leakage
Why has the stray animals tearing up garbage bags residential area not been attended to yet? Who is responsible for this civic neglect?,Garbage
Boxed or Bagged Items,Garbage
Light_Burnt_Out on Unknown Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Manhole_Cover_Off,Road Damage
Could you please look into the market waste discarded haphazardly service road? Your timely assistance in getting this resolved would be highly appreciated by everyone in the neighborhood.,Garbage
On_street,Drainage Blockage
Light_Flickering_On_Off on Wooden Pole,Streetlight Fault
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Water_coming_out,Drainage Blockage
I am writing this to report a persistent problem regarding overhead municipal tank overflowing railway station gate. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary clear at the earliest opportunity to prevent further hazards.,Water Leakage
Outofsewervent4inch,Drainage Blockage
Outofsewervent4inch,Drainage Blockage
Other,Water Leakage
Door_stuck_damaged,Garbage
Manhole_Cover_Off,Road Damage
Light_Dim on Metal Pole,Streetlight Fault
Manhole_Cover_Off,Road Damage
On_street,Drainage Blockage
Refrigerator,Garbage
I am writing this to report a persistent problem regarding illegal dumping of construction debris public park corner. This matter has been causing significant inconvenience to the local residents and commuters for several days now. We earnestly request the competent municipal authority to look into this defect and execute necessary remove at the earliest opportunity to prevent further hazards.,Garbage
Other Loose Garbage,Garbage
Outofsewervent4inch,Drainage Blockage
"Hey, heavy accumulation of dry leaves and plastic outside the hospital. Can someone please come and fix it as soon as possible?",Garbage
Encampment Cleanup,Garbage
Debris_filled_carts,Garbage
Other,Water Leakage
Other Loose Garbage,Garbage
Light_Burnt_Out on Wooden Pole,Streetlight Fault
Pavement_Defect,Road Damage
Other,Water Leakage
